"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서초구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2022.12.08.00","72199","168","65005","149","111547","238","154538","284","186863","383","180414","335","197623","415","230161","499","146022","337","161313","289","274240","650","243121","547","163754","365","199631","475","234247","573","306212","675","216062","508","122310","246","217477","488","211810","473","266215","579","212494","453","274903","636","351438","723","246290","548","337643","941"
"2022.12.07.00","72031","212","64856","183","111309","268","154254","381","186480","440","180079","412","197208","466","229662","586","145685","343","161024","322","273590","670","242574","678","163389","376","199156","471","233674","562","305537","808","215554","540","122064","287","216989","545","211337","622","265636","670","212041","553","274267","743","350715","864","245742","623","336702","1122"
"2022.12.06.00","71819","222","64673","191","111041","332","153873","378","186040","508","179667","517","196742","605","229076","729","145342","393","160702","454","272920","865","241896","638","163013","510","198685","715","233112","685","304729","983","215014","727","121777","380","216444","707","210715","605","264966","723","211488","503","273524","874","349851","1123","245119","783","335580","1222"
"2022.12.05.00","71597","43","64482","38","110709","78","153495","94","185532","110","179150","105","196137","111","228347","118","144949","111","160248","107","272055","226","241258","358","162503","117","197970","175","232427","188","303746","247","214287","81","121397","58","215737","161","210110","120","264243","181","210985","164","272650","241","348728","246","244336","200","334358","243"
"2022.12.04.00","71554","119","64444","101","110631","160","153401","199","185422","274","179045","247","196026","301","228229","413","144838","240","160141","221","271829","456","240900","303","162386","263","197795","327","232239","421","303499","516","214206","363","121339","178","215576","376","209990","331","264062","445","210821","399","272409","469","348482","566","244136","390","334115","448"
"2022.12.03.00","71435","132","64343","121","110471","205","153202","284","185148","294","178798","334","195725","362","227816","452","144598","294","159920","289","271373","537","240597","535","162123","315","197468","374","231818","473","302983","607","213843","379","121161","212","215200","394","209659","412","263617","471","210422","402","271940","480","347916","719","243746","445","333667","847"
"2022.12.02.00","71303","152","64223","116","110266","241","152920","256","184854","293","178464","312","195364","352","227366","473","144304","294","159634","282","270837","474","240064","481","161808","299","197096","422","231345","474","302377","609","213466","422","120949","205","214808","423","209247","401","263146","524","210020","413","271460","533","347197","739","243304","478","332824","819"
"2022.12.01.00","71151","166","64107","151","110025","249","152664","266","184561","341","178152","347","195012","383","226893","484","144010","254","159352","318","270363","532","239583","480","161509","361","196674","391","230871","507","301768","592","213044","437","120744","232","214385","387","208846","436","262622","570","209607","427","270927","565","346458","718","242826","544","332005","896"
"2022.11.30.00","70985","158","63956","181","109776","258","152398","292","184220","349","177805","343","194629","438","226409","578","143756","322","159034","327","269831","564","239103","580","161148","416","196283","459","230364","523","301176","647","212607","444","120512","281","213998","497","208410","443","262052","683","209180","479","270362","652","345740","802","242282","602","331109","972"
"2022.11.29.00","70827","221","63775","170","109518","344","152106","370","183871","490","177462","479","194191","670","225831","713","143434","401","158707","468","269267","717","238523","670","160732","514","195824","562","229841","596","300529","945","212163","691","120231","351","213501","586","207967","614","261369","684","208701","498","269710","840","344938","1052","241680","750","330137","1105"
"2022.11.28.00","70606","48","63605","46","109174","91","151736","96","183381","104","176983","109","193521","104","225118","116","143033","101","158239","78","268550","198","237853","265","160218","120","195262","146","229245","186","299584","256","211472","101","119880","54","212915","155","207353","113","260685","225","208203","161","268870","261","343886","214","240930","217","329032","229"
"2022.11.27.00","70558","120","63559","107","109083","214","151640","258","183277","304","176874","275","193417","371","225002","441","142932","277","158161","254","268352","474","237588","407","160098","261","195116","328","229059","468","299328","584","211371","357","119826","206","212760","340","207240","307","260460","482","208042","351","268609","461","343672","585","240713","430","328803","498"
"2022.11.26.00","70438","128","63452","131","108869","212","151382","242","182973","307","176599","316","193046","443","224561","453","142655","247","157907","276","267878","542","237181","474","159837","306","194788","402","228591","430","298744","589","211014","388","119620","212","212420","410","206933","382","259978","442","207691","399","268148","516","343087","634","240283","501","328305","779"
"2022.11.25.00","70313","138","63322","124","108657","215","151143","267","182666","340","176283","334","192604","396","224110","418","142408","276","157632","324","267337","505","236707","500","159531","340","194390","381","228161","475","298155","631","210626","435","119408","263","212012","411","206552","419","259536","517","207292","390","267634","537","342454","699","239782","539","327530","810"
"2022.11.24.00","70175","153","63198","130","108442","231","150876","322","182326","376","175949","343","192208","402","223692","486","142132","309","157308","356","266832","605","236207","537","159191","366","194009","397","227686","482","297524","673","210191","387","119145","203","211601","432","206133","424","259019","626","206902","388","267097","572","341755","744","239243","579","326720","933"
"2022.11.23.00","70021","174","63068","188","108211","292","150554","402","181950","369","175606","409","191806","468","223206","607","141823","363","156952","389","266227","637","235670","596","158825","410","193612","508","227204","551","296851","778","209804","533","118942","274","211169","518","205709","496","258393","683","206514","550","266525","664","341011","924","238664","615","325788","1101"
"2022.11.22.00","69847","241","62880","156","107919","320","150152","460","181581","536","175197","488","191338","620","222599","657","141460","409","156563","464","265590","825","235074","628","158415","510","193104","589","226653","646","296073","922","209271","679","118668","361","210651","599","205213","584","257710","743","205964","529","265861","752","340087","1058","238049","794","324687","1043"
"2022.11.21.00","69606","43","62724","40","107599","77","149692","94","181045","119","174709","141","190718","113","221942","122","141051","103","156099","105","264765","263","234446","248","157905","123","192515","146","226007","194","295151","289","208592","104","118307","62","210052","135","204629","134","256967","137","205435","179","265109","211","339029","249","237255","171","323644","224"
"2022.11.20.00","69563","141","62684","119","107522","165","149598","250","180926","281","174568","256","190605","318","221820","434","140948","255","155994","277","264502","486","234198","383","157782","257","192369","349","225813","430","294862","471","208488","355","118245","166","209917","303","204495","326","256830","440","205256","404","264898","446","338780","595","237084","440","323420","457"
"2022.11.19.00","69422","122","62565","132","107357","220","149348","284","180645","313","174312","295","190287","394","221386","423","140693","268","155717","283","264016","607","233815","438","157525","356","192020","387","225383","436","294391","553","208133","368","118079","222","209614","372","204169","337","256390","466","204852","401","264452","503","338185","683","236644","520","322963","741"
"2022.11.18.00","69300","105","62435","91","107137","180","149065","275","180332","260","174018","330","189893","427","220967","448","140425","290","155434","314","263410","509","233379","376","157169","306","191634","361","224948","350","293839","582","207765","376","117857","230","209246","329","203834","347","255924","491","204454","401","263949","431","337506","654","236124","502","322228","777"
"2022.11.17.00","69195","153","62344","103","106957","217","148789","314","180072","361","173687","326","189466","400","220519","467","140131","311","155186","328","262898","583","233003","532","156863","350","191273","393","224597","479","293257","605","207388","391","117627","228","208917","376","203486","386","255433","581","204053","370","263518","509","336852","714","235622","523","321397","846"
"2022.11.16.00","69042","214","62241","140","106740","242","148475","385","179711","426","173361","360","189066","411","220052","561","139820","347","154858","383","262315","649","232471","602","156513","350","190880","445","224118","517","292652","664","206997","508","117399","244","208541","462","203100","445","254852","681","203683","533","263009","589","336138","783","235099","578","320551","964"
